candidate_id,feature_set,inner_AUC,inner_AP
0,CP_density3,0.9047619047619048,0.7777777777777777
1,CP_density3,0.9047619047619048,0.7777777777777777
2,CP_density3,0.9047619047619048,0.7777777777777777
3,CP_density3,0.9047619047619048,0.7777777777777777
4,CP_density3,0.9047619047619048,0.7777777777777777
5,CP_density3,0.9047619047619048,0.7777777777777777
6,CP_density3,0.9047619047619048,0.7777777777777777
7,CP_density3,0.9047619047619048,0.7777777777777777
8,CP_density3,0.9047619047619048,0.7777777777777777
10,CP_density3,0.9047619047619048,0.7777777777777777
11,CP_density3,0.9047619047619048,0.7777777777777777
12,CP_density3,0.9047619047619048,0.7777777777777777
13,CP_density3,0.9047619047619048,0.7777777777777777
14,CP_density3,0.9047619047619048,0.7777777777777777
15,CP_density3,0.9047619047619048,0.7777777777777777
16,CP_summary14,0.9047619047619048,0.7777777777777777
17,CP_summary14,0.9047619047619048,0.7777777777777777
18,CP_summary14,0.9047619047619048,0.7777777777777777
22,CP_summary14,0.9047619047619048,0.7777777777777777
23,CP_summary14,0.9047619047619048,0.7777777777777777
24,CP_summary14,0.9047619047619048,0.7777777777777777
26,CP_summary14,0.9047619047619048,0.7777777777777777
27,CP_summary14,0.9047619047619048,0.7777777777777777
28,CP_summary14,0.9047619047619048,0.7777777777777777
29,CP_summary14,0.9047619047619048,0.7777777777777777
30,CP_summary14,0.9047619047619048,0.7777777777777777
31,CP_summary14,0.9047619047619048,0.7777777777777777
19,CP_summary14,0.876984126984127,0.7222222222222222
20,CP_summary14,0.876984126984127,0.7222222222222222
21,CP_summary14,0.876984126984127,0.7222222222222222
33,CP_structure17,0.876984126984127,0.7222222222222222
38,CP_structure17,0.876984126984127,0.7222222222222222
34,CP_structure17,0.8492063492063492,0.6944444444444443
35,CP_structure17,0.8492063492063492,0.6944444444444443
36,CP_structure17,0.8492063492063492,0.6944444444444443
37,CP_structure17,0.8492063492063492,0.6944444444444443
41,CP_structure17,0.8492063492063492,0.6944444444444443
43,CP_structure17,0.8492063492063492,0.6944444444444443
44,CP_structure17,0.8492063492063492,0.6944444444444443
45,CP_structure17,0.8492063492063492,0.6944444444444443
46,CP_structure17,0.8492063492063492,0.6944444444444443
9,CP_density3,0.8492063492063492,0.611111111111111
32,CP_structure17,0.8214285714285715,0.6777777777777777
39,CP_structure17,0.8214285714285715,0.6777777777777777
40,CP_structure17,0.8214285714285715,0.6777777777777777
42,CP_structure17,0.8214285714285715,0.6777777777777777
47,CP_structure17,0.8214285714285715,0.6777777777777777
25,CP_summary14,0.7380952380952381,0.4166666666666667
