candidate_id,feature_set,inner_AUC,inner_AP
2,CP_density3,0.9722222222222223,0.9444444444444443
3,CP_density3,0.9722222222222223,0.9444444444444443
4,CP_density3,0.9722222222222223,0.9444444444444443
5,CP_density3,0.9722222222222223,0.9444444444444443
9,CP_density3,0.9722222222222223,0.9444444444444443
11,CP_density3,0.9722222222222223,0.9444444444444443
13,CP_density3,0.9722222222222223,0.9444444444444443
22,CP_summary14,0.9523809523809524,0.8333333333333334
46,CP_structure17,0.9523809523809524,0.8333333333333334
6,CP_density3,0.9484126984126985,0.7222222222222222
0,CP_density3,0.9345238095238096,0.6944444444444443
7,CP_density3,0.9345238095238096,0.6944444444444443
8,CP_density3,0.9345238095238096,0.6944444444444443
10,CP_density3,0.9345238095238096,0.6944444444444443
12,CP_density3,0.9345238095238096,0.6944444444444443
14,CP_density3,0.9345238095238096,0.6944444444444443
15,CP_density3,0.9345238095238096,0.6944444444444443
16,CP_summary14,0.9246031746031745,0.7777777777777777
23,CP_summary14,0.9246031746031745,0.7777777777777777
24,CP_summary14,0.9246031746031745,0.7777777777777777
26,CP_summary14,0.9246031746031745,0.7777777777777777
28,CP_summary14,0.9246031746031745,0.7777777777777777
30,CP_summary14,0.9246031746031745,0.7777777777777777
32,CP_structure17,0.9246031746031745,0.7777777777777777
33,CP_structure17,0.9246031746031745,0.7777777777777777
34,CP_structure17,0.9246031746031745,0.7777777777777777
35,CP_structure17,0.9246031746031745,0.7777777777777777
36,CP_structure17,0.9246031746031745,0.7777777777777777
37,CP_structure17,0.9246031746031745,0.7777777777777777
38,CP_structure17,0.9246031746031745,0.7777777777777777
39,CP_structure17,0.9246031746031745,0.7777777777777777
40,CP_structure17,0.9246031746031745,0.7777777777777777
41,CP_structure17,0.9246031746031745,0.7777777777777777
42,CP_structure17,0.9246031746031745,0.7777777777777777
43,CP_structure17,0.9246031746031745,0.7777777777777777
44,CP_structure17,0.9246031746031745,0.7777777777777777
45,CP_structure17,0.9246031746031745,0.7777777777777777
47,CP_structure17,0.9246031746031745,0.7777777777777777
1,CP_density3,0.8968253968253969,0.6944444444444443
17,CP_summary14,0.8968253968253969,0.6944444444444443
25,CP_summary14,0.8968253968253969,0.6944444444444443
31,CP_summary14,0.8968253968253969,0.6944444444444443
18,CP_summary14,0.8492063492063492,0.6388888888888888
19,CP_summary14,0.8492063492063492,0.6388888888888888
20,CP_summary14,0.8492063492063492,0.6388888888888888
21,CP_summary14,0.8492063492063492,0.6388888888888888
29,CP_summary14,0.8492063492063492,0.6388888888888888
27,CP_summary14,0.8015873015873015,0.611111111111111
